Date,Average Temperature (°C),Average Wind Speed (km/h),Average Wind Gusts (km/h),Wind Direction (°),Season,Precipitation,Average Relative Humidity (%),Average Sunshine Duration (hours)
2024-08-21,17.224249,7.5562706,16.755,251.89617919921875,Winter,0.0,26.349264,37787.805
2024-08-22,18.920084,11.07257,24.239998,129.58660888671875,Winter,0.0,24.194609,37814.812
2024-08-23,15.790916,12.2725525,28.065,49.896018981933594,Winter,0.0,55.11466,37841.62
2024-08-26,19.301336,8.565633,19.289999,307.3423156738281,Winter,0.0,26.78215,38002.26
2024-08-27,19.949247,10.4221735,23.055,247.5034637451172,Winter,0.0,19.366999,38088.004
2024-08-28,20.057585,9.603993,21.945,183.80462646484375,Winter,0.0,14.277546,38180.438
2024-08-29,17.96175,13.060666,29.099998,125.01663208007812,Winter,0.0,19.575638,38279.258
2024-08-30,16.099249,14.883475,33.36,76.56021118164062,Winter,0.0,54.294407,20972.316
2024-08-31,15.243,11.575436,26.639997,71.30918884277344,Winter,0.0,49.1955,38264.793
2024-09-01,15.688832,4.9055943,13.680001,82.74039459228516,Spring,0.0,49.97983,38450.188
2024-09-02,18.015919,5.82237,15.195001,96.57447814941406,Spring,0.0,38.431904,38564.297
2024-09-03,19.088833,6.2755165,15.765,78.6475601196289,Spring,0.0,35.243565,38683.47
2024-09-04,19.059664,7.720253,17.895,67.65930938720703,Spring,0.0,38.484356,38807.395
2024-09-05,18.07425,7.9673657,17.520002,354.69038486480713,Spring,0.0,24.172684,39028.953
2024-09-06,20.057585,7.112034,16.845,59.981693267822266,Spring,0.0,21.210594,39260.652
2024-09-07,20.501333,10.836628,24.179995,28.93482780456543,Spring,0.0,36.603455,39205.12
2024-09-08,20.884668,9.297731,21.269999,1.0017911336035468e-05,Spring,0.0,30.919577,39447.21
2024-09-02,18.015919,5.82237,15.195001,96.57447814941406,Spring,0.0,38.431904,38564.297
2024-09-03,19.088833,6.2755165,15.765,78.6475601196289,Spring,0.0,35.243565,38683.47
2024-09-04,19.059664,7.720253,17.895,67.65930938720703,Spring,0.0,38.484356,38807.395
2024-09-05,18.07425,7.9673657,17.520002,354.69038486480713,Spring,0.0,24.172684,39028.953
2024-09-06,20.057585,7.112034,16.845,59.981693267822266,Spring,0.0,21.210594,39260.652
2024-09-07,20.501333,10.836628,24.179995,28.93482780456543,Spring,0.0,36.603455,39205.12
2024-09-08,20.884668,9.297731,21.269999,1.0017911336035468e-05,Spring,0.0,30.919577,39447.21
2024-09-09,22.465918,14.073493,31.425001,15.433443069458008,Spring,0.0,28.420258,38943.344
2024-09-10,18.45967,16.271212,36.18,43.4276123046875,Spring,0.0,53.33786,33723.484
2024-09-11,18.313833,11.915734,26.339996,30.631078720092773,Spring,0.0,59.178482,39240.805
2024-09-12,22.338835,9.236102,21.33,0.9516276717185974,Spring,0.0,40.36194,40052.855
2024-09-13,24.290916,8.295406,19.664999,210.11361694335938,Spring,0.0,25.384712,40150.254
2024-09-14,26.343,9.438259,21.974998,17.568639755249023,Spring,0.0,19.70059,39315.71
2024-09-15,26.451334,13.477925,30.465002,12.321541786193848,Spring,0.0,21.827393,39783.066
2024-09-11,18.313833,11.915734,26.339996,30.631078720092773,Spring,0.0,59.178482,39240.805
2024-09-12,22.338835,9.236102,21.33,0.9516276717185974,Spring,0.0,40.36194,40052.855
2024-09-13,24.290916,8.295406,19.664999,210.11361694335938,Spring,0.0,25.384712,40150.254
2024-09-14,26.343,9.438259,21.974998,17.568639755249023,Spring,0.0,19.70059,39315.71
2024-09-15,26.451334,13.477925,30.465002,12.321541786193848,Spring,0.0,21.827393,39783.066
2024-09-16,24.61592,10.793178,26.61,62.11377716064453,Spring,1.4000001,38.07502,23262.742
2024-09-17,23.553413,18.496864,42.285,56.13136672973633,Spring,1.2,46.624508,31206.678
2024-09-18,23.27842,12.665787,29.745,234.79027557373047,Spring,0.7,40.93423,40602.895
2024-09-19,21.726334,9.721514,23.025,184.85508728027344,Spring,0.0,25.303713,40693.715
2024-09-20,18.443003,19.3768,42.87,71.86267852783203,Spring,2.1,48.96295,39141.19
2024-09-21,12.0409155,14.14952,30.449999,114.18730926513672,Spring,6.5,73.22498,0.0
2024-09-22,14.842999,12.877908,29.19,87.61408233642578,Spring,0.3,53.30962,40965.703
2024-09-23,15.303416,12.072232,27.659996,61.71967697143555,Spring,0.0,56.775646,37798.324
2024-09-24,18.301334,9.418057,22.634996,8.688838005065918,Spring,0.0,49.01919,40120.727
